7.00
0.0000	0.16770
18.4345	0.1677
20.2403	0.1899
22.2403	0.2027
24.2403	0.1988
26.2402	0.1950
28.2402	0.1911
30.2402	0.1872
32.2402	0.1833
34.2402	0.1795
36.2402	0.1756
38.2402	0.1717
40.2402	0.1679
42.2402	0.1640
44.2338	0.0483
46.2326	0.0000
48.2322	0.0044
50.2205	0.1486
52.2196	0.1325
53.3990	0.0487
57.3618	0.1782
66.8482	0.5982
78.9948	1.9634
91.0422	2.7296
96.8738	3.7520
97.6032	3.5146
99.5152	2.9132
101.6167	3.30290
102.4893	3.44260
103.9380	3.61710
105.1332	2.94390
106.5752	2.62230
107.9015	2.27320
108.7316	2.72930
110.0486	2.82020
110.9115	2.77480
112.0254	2.83650
113.1012	2.81500
113.9439	2.63690
114.8955	2.72900
116.1751	2.56590
118.7861	2.93030
121.2150	2.99100
122.8545	2.93030
124.3129	2.68740
125.6745	2.96780
126.9560	3.16800
128.0373	3.12790
129.7594	2.76750
131.3520	2.46200
132.6829	2.36710
134.0640	1.71480
135.8617	2.08130
137.7640	2.27320
139.3348	2.88410
141.0605	3.23540
142.6003	2.74450
145.7418	2.48270
148.1852	2.27320
150.4365	2.23830
152.5060	2.01140
154.5480	1.73220
156.2758	1.54020
157.2706	1.17370
158.6494	1.01670
160.2899	1.62750
161.6513	2.06380
163.0865	2.32010
164.1193	2.12650
165.9051	1.65310
167.4419	1.73220
168.9254	1.97650
170.7912	2.19100
172.7276	2.34160
174.4458	2.24900
175.6051	2.31290
176.7510	2.32010
178.6014	2.01890
180.5103	1.69130
182.2591	1.84680
184.2310	1.78310
185.7583	1.72280
189.6928	1.15210
191.6793	1.09420
194.9259	0.81190
197.1844	0.38840
200.8012	0.19330
201.2717	0.19330
203.1682	0.27700
205.2320	0.38860
206.3511	0.41800
206.3511	0.41800
206.8514	0.43120
207.3516	0.44430
207.7839	0.46530
208.2162	0.48620
208.6485	0.50710
209.0808	0.52800
209.4922	0.50980
209.9036	0.49150
210.3151	0.47330
210.7266	0.45500
211.1380	0.43680
211.5508	0.42900
211.9636	0.42110
212.3765	0.41330
212.7892	0.40540
213.2020	0.39760
213.5907	0.40250
213.9794	0.40740
214.3681	0.41230
214.7568	0.41720
215.1455	0.42220
215.5588	0.42220
215.9721	0.42220
216.3854	0.42220
216.7987	0.42220
217.2120	0.42220
217.6254	0.41230
218.0386	0.40250
218.4519	0.39260
218.8652	0.38280
219.2785	0.37300
219.7398	0.37300
220.2011	0.37300
220.6623	0.37300
221.1236	0.37300
221.5369	0.36310
221.9502	0.35330
222.3635	0.34340
222.7769	0.33360
223.1901	0.32380
223.5789	0.33360
223.9675	0.34340
224.3562	0.35330
224.7450	0.36310
225.1336	0.37300
225.5431	0.35930
225.9527	0.34570
226.3622	0.33210
226.7718	0.31850
227.1812	0.30490
227.5996	0.30490
228.0179	0.30490
228.4363	0.30490
228.8546	0.30490
229.2730	0.30490
229.7262	0.29100
230.1794	0.27700
230.6326	0.26310
231.0858	0.24910
231.5042	0.24910
231.9225	0.24910
232.3409	0.24910
232.7591	0.24910
233.1775	0.24910
233.5568	0.25470
233.9361	0.26030
234.3154	0.26590
234.6948	0.27140
235.0740	0.27700
235.4979	0.26590
235.9218	0.25470
236.3458	0.24350
236.7697	0.23240
237.1937	0.22120
237.5673	0.23240
237.9410	0.24350
238.3148	0.25470
238.6885	0.26590
239.0622	0.27700
239.3212	0.26940
239.5802	0.26180
